,sex,age,race,decile_score,v_decile_score,priors_count,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,vr_charge_degree
1986,Female,28,Caucasian,2,2,0,(M1),0,,0,
1987,Male,44,Caucasian,5,1,8,(F2),0,,0,
1988,Male,47,African-American,1,1,7,(F3),1,(M2),0,
1989,Male,39,African-American,9,6,5,(F3),1,(MO3),0,
1990,Female,31,African-American,2,1,0,(F3),0,,0,
1991,Male,26,Caucasian,7,3,0,(F2),1,(M1),0,
1992,Male,29,Caucasian,10,7,7,(M1),1,(F2),1,(F2)
1993,Male,51,Caucasian,1,1,7,(F3),1,(F1),1,(M1)
1994,Male,27,Caucasian,2,3,0,(M1),0,,0,
1995,Male,41,Caucasian,5,7,10,(F3),0,,0,
1996,Male,73,Caucasian,1,1,1,(F3),0,,0,
1997,Male,44,African-American,1,1,0,(M1),0,,0,
1998,Male,24,Hispanic,6,6,0,(F3),0,,0,
1999,Female,24,African-American,3,3,0,(F3),0,,0,
2000,Male,49,Caucasian,5,1,12,(M1),0,,0,
2001,Male,22,Caucasian,3,6,0,,-1,,0,
2002,Male,26,Caucasian,5,6,0,(F2),0,,0,
2003,Male,23,African-American,9,8,0,,-1,,0,
2004,Male,22,African-American,8,9,0,(F2),1,(M1),0,
2005,Male,57,African-American,7,5,16,(F3),0,,0,
2006,Male,65,African-American,2,1,23,(F3),0,,0,
2007,Male,32,African-American,4,2,4,(M2),1,(M2),0,
2008,Male,27,African-American,3,3,0,(M1),0,,0,
2009,Male,36,Other,2,3,0,(F3),0,,0,
2010,Male,30,African-American,10,8,0,,-1,,0,
2011,Female,23,African-American,3,4,0,(F3),0,,0,
2012,Male,30,Caucasian,2,1,0,(M1),0,,0,
2013,Female,57,Hispanic,1,1,2,(F3),0,,0,
2014,Female,25,Caucasian,3,3,0,(M1),0,,0,
2015,Male,34,Caucasian,2,3,5,(F3),0,,0,
2016,Male,22,African-American,10,10,6,(F3),1,(F2),1,(F2)
2017,Male,20,African-American,8,10,2,(F3),1,(M2),0,
2018,Male,28,Hispanic,7,7,11,(M1),0,,0,
2019,Male,45,Other,1,1,0,(M1),0,,0,
2020,Male,60,Hispanic,3,1,2,(F3),0,,0,
2021,Male,22,African-American,7,6,4,(F2),0,,0,
2022,Female,51,Caucasian,5,2,5,(F3),0,,0,
2023,Male,22,African-American,3,5,0,,-1,,0,
2024,Male,27,African-American,2,2,4,(F3),1,(M2),0,
2025,Male,32,African-American,7,3,0,(F3),1,(M2),0,
2026,Male,50,Caucasian,5,1,0,,-1,,0,
2027,Male,43,African-American,3,1,2,(F3),0,,0,
2028,Female,25,Caucasian,5,3,0,(M2),0,,0,
2029,Male,26,African-American,9,9,0,,-1,,0,
2030,Male,22,African-American,6,8,2,(F6),0,,0,
2031,Female,63,African-American,4,1,1,(F2),0,,0,
2032,Male,37,Caucasian,2,1,2,(F3),0,,0,
2033,Male,26,African-American,4,3,0,(F3),1,(M1),0,
2034,Male,32,African-American,10,10,17,(F3),1,(M2),0,
2035,Male,26,African-American,2,3,0,(M1),0,,0,
2036,Male,32,Other,3,2,4,(F3),0,,0,
2037,Female,21,Caucasian,6,5,5,(F3),0,,0,
2038,Male,39,Hispanic,4,1,3,(F3),0,,0,
2039,Male,36,Other,1,2,0,,-1,,0,
2040,Female,58,African-American,1,1,4,(F3),0,,0,
2041,Male,51,Caucasian,1,1,1,(M1),0,,0,
2042,Male,33,Other,2,3,0,(M1),0,,0,
2043,Female,22,Caucasian,3,4,1,(M2),0,,0,
2044,Male,28,African-American,2,2,0,,-1,,0,
2045,Male,26,African-American,5,4,6,(M1),1,(M1),0,
2046,Male,21,African-American,10,9,2,(F3),1,(M2),0,
2047,Female,29,African-American,4,2,1,(F3),1,(M2),0,
2048,Female,26,Caucasian,4,3,0,(F3),0,,0,
2049,Male,31,Caucasian,7,4,0,(F3),1,(F3),0,
2050,Male,43,Caucasian,1,1,2,(F1),0,,0,
2051,Male,23,African-American,7,6,0,(M1),0,,0,
2052,Male,25,Caucasian,2,4,0,(F3),0,,0,
2053,Male,22,African-American,9,9,6,(F3),0,,0,
2054,Male,30,African-American,4,4,6,(F3),0,,0,
2055,Male,25,African-American,9,7,15,(F3),1,(F1),1,(F1)
2056,Male,20,African-American,7,6,0,(F3),1,(M1),0,
2057,Male,39,Hispanic,1,1,0,(F3),0,,0,
2058,Male,31,African-American,5,2,3,(F3),1,(F3),0,
2059,Male,33,African-American,2,2,1,(F3),1,(M2),0,
2060,Male,59,African-American,4,1,1,(F3),0,,0,
2061,Male,21,Hispanic,9,8,1,(F3),0,,0,
2062,Male,53,African-American,6,1,8,(F3),1,(F3),0,
2063,Male,34,Caucasian,2,2,2,(MO3),0,,0,
2064,Male,36,Caucasian,4,2,6,(F3),0,,0,
2065,Female,20,Hispanic,10,9,0,,-1,,0,
2066,Male,22,Other,2,4,0,(M1),0,,0,
2067,Male,23,African-American,3,5,0,(F3),0,,0,
2068,Male,32,African-American,8,5,2,(M1),0,,0,
2069,Male,32,African-American,9,5,11,(M2),1,(M1),0,
2070,Female,66,Caucasian,1,1,1,(M2),0,,0,
2071,Female,36,Other,1,1,0,(F3),0,,0,
2072,Male,66,Other,1,1,0,(M2),0,,0,
2073,Female,24,Caucasian,6,4,0,(M1),0,,0,
2074,Male,30,African-American,10,7,7,(F3),1,(M1),0,
2075,Male,28,African-American,7,3,1,(M1),0,,0,
2076,Male,43,Caucasian,5,2,4,(F2),1,(M1),1,(F3)
2077,Male,35,African-American,2,2,3,(M1),0,,0,
2078,Male,25,African-American,3,3,1,(F3),0,,0,
2079,Male,21,African-American,9,7,1,(F3),0,,0,
2080,Male,29,Other,5,3,0,,-1,,0,
2081,Male,19,African-American,8,9,2,(F7),1,(F3),0,
2082,Male,32,African-American,10,8,1,(F2),0,,0,
2083,Male,33,Caucasian,2,2,0,(F3),1,(M1),1,(M1)
2084,Male,48,Caucasian,1,1,0,(M1),0,,0,
2085,Male,22,African-American,6,7,1,(M1),1,(M1),1,(M1)
2086,Male,35,African-American,8,4,0,,-1,,0,
2087,Male,29,African-American,1,2,0,(F3),0,,0,
2088,Female,23,African-American,4,5,0,(M1),0,,0,
2089,Male,62,African-American,9,9,15,(F3),0,,0,
2090,Male,37,Caucasian,5,2,0,(F3),0,,0,
2091,Female,33,Caucasian,2,1,0,(M2),0,,0,
2092,Male,35,African-American,4,2,1,(MO3),0,,0,
2093,Male,53,Caucasian,1,1,0,(F3),1,(F3),0,
2094,Male,59,Caucasian,6,1,17,(F3),1,(M2),0,
2095,Male,34,African-American,2,2,2,(F3),0,,0,
2096,Female,48,Caucasian,1,1,0,(M1),0,,0,
2097,Female,33,African-American,2,1,1,(F2),0,,0,
2098,Male,44,Caucasian,1,1,0,(M2),0,,0,
2099,Male,31,Caucasian,2,2,10,(F3),1,(M1),0,
2100,Female,26,African-American,3,2,0,,-1,,0,
2101,Male,28,African-American,4,5,2,(F3),1,(F3),0,
2102,Male,56,Other,1,1,9,(F3),0,,0,
2103,Male,51,Hispanic,1,1,1,(F3),0,,0,
2104,Female,47,African-American,3,1,5,(F3),0,,0,
2105,Male,23,African-American,7,5,0,(F3),1,(F3),0,
2106,Male,21,Hispanic,7,6,0,(F3),0,,0,
2107,Male,26,Caucasian,5,4,0,(F3),0,,0,
2108,Male,22,African-American,9,10,3,(F3),0,,0,
2109,Male,29,African-American,2,3,0,(M1),0,,0,
2110,Male,57,Caucasian,1,1,0,(M1),0,,0,
2111,Male,20,African-American,9,7,2,(F2),1,(M1),0,
2112,Male,27,African-American,9,9,15,(MO3),0,,0,
2113,Male,44,Caucasian,1,1,0,(M1),0,,0,
2114,Male,41,African-American,5,3,2,(F3),0,,0,
2115,Male,57,African-American,9,3,20,(M2),0,,0,
2116,Male,65,Caucasian,3,1,0,(M1),0,,0,
2117,Male,27,Caucasian,2,2,3,(M2),0,,0,
2118,Male,65,Caucasian,1,1,0,,-1,,0,
2119,Female,28,African-American,4,3,4,(F3),0,,0,
2120,Female,38,African-American,10,5,0,(F3),0,,0,
2121,Male,27,Caucasian,6,5,1,(M2),1,(M2),0,
2122,Male,61,Caucasian,1,1,0,(F3),0,,0,
2123,Male,31,Caucasian,3,2,7,(M2),0,,0,
2124,Male,23,Caucasian,8,5,5,(F3),1,(M2),0,
2125,Male,33,African-American,7,3,16,(M1),1,(M2),0,
2126,Male,26,African-American,3,3,3,(F3),1,(M1),0,
2127,Male,20,African-American,4,7,0,(F3),1,(M1),1,(F2)
2128,Male,55,Caucasian,1,1,2,(M1),1,(M1),0,
2129,Male,36,African-American,8,2,0,(F3),0,,0,
2130,Male,48,Other,1,1,4,(F3),1,(M1),0,
2131,Male,22,Other,4,5,5,(F3),1,(M2),0,
2132,Male,23,African-American,9,9,1,(M1),0,,0,
2133,Male,21,Caucasian,3,6,0,,-1,,0,
2134,Male,28,African-American,2,2,1,(F3),0,,0,
2135,Male,22,African-American,10,6,4,(F3),0,,0,
2136,Male,34,African-American,10,6,19,(F3),1,(M2),0,
2137,Female,48,Caucasian,1,1,0,(F3),0,,0,
2138,Female,59,Caucasian,1,1,1,(F1),0,,0,
2139,Male,37,Caucasian,2,1,0,(F3),1,(M1),1,(F3)
2140,Male,20,African-American,9,9,0,(F3),0,,0,
2141,Female,28,Caucasian,4,3,0,(F3),1,(M2),0,
2142,Female,40,Caucasian,2,1,0,,-1,,0,
2143,Male,21,African-American,9,8,2,(F2),0,,0,
2144,Male,20,African-American,10,9,1,(F3),1,(M1),0,
2145,Male,31,African-American,2,4,0,(F3),0,,0,
2146,Female,38,African-American,10,3,14,(F3),1,(F3),1,(F3)
2147,Male,33,African-American,1,2,0,(F3),1,(MO3),0,
2148,Male,27,African-American,8,6,3,(F3),1,(M1),1,(M1)
2149,Male,25,Caucasian,4,3,2,(M1),1,(M1),0,
2150,Female,42,African-American,2,1,2,(F1),0,,0,
2151,Male,22,African-American,8,5,3,(F3),1,(F3),1,(F3)
2152,Male,21,Other,6,8,0,(F3),0,,0,
2153,Male,57,Caucasian,7,3,15,(F3),0,,0,
2154,Male,45,Caucasian,5,3,1,(F2),1,(M2),0,
2155,Female,21,African-American,3,4,1,(M2),1,(F3),0,
2156,Male,51,Caucasian,7,3,0,,-1,,0,
2157,Male,52,Caucasian,1,1,2,(M2),0,,0,
2158,Male,34,African-American,6,7,7,(F2),0,,0,
2159,Male,29,Caucasian,3,3,0,(M1),0,,0,
2160,Female,37,African-American,4,3,0,(M2),0,,0,
2161,Male,34,Caucasian,2,1,0,(F3),0,,0,
2162,Female,55,Caucasian,1,1,0,,-1,,0,
2163,Male,53,African-American,1,1,0,(M1),1,(M1),1,(M1)
2164,Female,30,African-American,8,3,8,(F2),1,(M2),0,
2165,Male,31,Caucasian,6,2,0,,-1,,0,
2166,Male,35,Hispanic,3,2,0,(M2),0,,0,
2167,Male,28,Caucasian,4,2,1,(F3),0,,0,
2168,Male,21,African-American,8,9,1,(F3),0,,0,
2169,Male,22,African-American,7,6,1,(F3),0,,0,
2170,Male,41,African-American,7,2,7,(F3),0,,0,
2171,Male,47,Hispanic,2,1,1,(M1),0,,0,
2172,Male,43,Caucasian,3,2,6,(F3),0,,0,
2173,Male,23,Hispanic,5,3,3,(F3),0,,0,
2174,Male,42,Caucasian,3,2,1,(M1),1,(F3),1,(M1)
2175,Male,34,African-American,8,5,2,(F3),0,,0,
2176,Male,26,African-American,4,2,3,(F3),1,(F3),0,
2177,Male,54,African-American,1,1,9,(M2),0,,0,
2178,Male,39,Other,2,1,1,(F3),1,(M1),1,(M1)
2179,Male,30,African-American,9,5,20,(F3),1,(M2),0,
2180,Female,26,African-American,6,4,1,(F3),1,(M2),0,
2181,Male,41,African-American,1,1,0,(M2),0,,0,
2182,Male,23,Caucasian,5,4,5,(M1),1,(F3),0,
2183,Male,39,African-American,4,2,0,(F3),0,,0,
2184,Male,43,Caucasian,2,1,1,(F3),1,(F3),1,(F3)
2185,Male,42,African-American,2,2,3,(F3),0,,0,
2186,Male,22,African-American,3,5,0,(M2),1,(M2),1,(F3)
2187,Male,23,African-American,2,3,0,(M1),0,,0,
2188,Male,42,Hispanic,5,3,3,(M2),0,,0,
2189,Male,53,Hispanic,1,1,0,,-1,,0,
2190,Male,24,African-American,2,3,2,(M1),0,,0,
2191,Female,27,Caucasian,3,3,6,(F3),1,(M2),0,
2192,Female,42,African-American,3,1,2,(M2),0,,0,
2193,Male,25,African-American,6,5,8,(F3),1,(M1),0,
2194,Male,49,African-American,2,1,4,(M1),0,,0,
2195,Male,26,African-American,9,5,7,(F3),1,(M1),0,
2196,Male,52,Caucasian,1,1,1,(F3),0,,0,
2197,Male,27,African-American,7,5,2,(F3),0,,0,
2198,Male,40,African-American,1,1,0,,-1,,0,
2199,Female,60,Caucasian,1,1,2,(F2),0,,0,
2200,Male,44,Caucasian,3,2,1,(M2),0,,0,
2201,Female,30,African-American,3,2,0,(F3),0,,0,
2202,Male,21,African-American,3,5,1,(F3),0,,0,
2203,Female,23,African-American,6,6,0,(M1),0,,0,
2204,Male,30,African-American,7,6,2,(M2),0,,0,
2205,Male,48,African-American,6,5,9,(F3),1,(M1),0,
2206,Male,32,African-American,7,5,2,(F3),1,(M1),1,(M1)
2207,Male,28,Hispanic,3,3,3,(F3),1,(M2),0,
2208,Male,26,Hispanic,5,6,5,(F2),0,,0,
2209,Male,24,African-American,7,4,5,(F3),1,(M1),0,
2210,Female,26,African-American,5,3,3,(F3),1,(M2),0,
2211,Male,27,African-American,1,2,0,(M1),0,,0,
2212,Male,29,Caucasian,4,3,3,(M1),0,,0,
2213,Male,22,African-American,5,8,3,(F3),1,(F3),1,(F3)
2214,Male,44,African-American,2,1,2,(F3),0,,0,
2215,Male,32,Caucasian,4,4,3,(F3),0,,0,
2216,Female,27,African-American,2,2,1,(M1),0,,0,
2217,Male,32,Caucasian,1,1,0,(F3),0,,0,
2218,Male,52,African-American,4,3,15,(M1),1,(M2),0,
2219,Male,61,Caucasian,2,1,3,(M1),1,(M1),1,(F2)
2220,Male,69,African-American,1,2,3,(M1),0,,0,
2221,Male,51,Other,1,1,2,(F3),0,,0,
2222,Female,21,Caucasian,6,6,1,(F3),0,,0,
2223,Male,30,Caucasian,2,1,0,,-1,,0,
2224,Male,31,Caucasian,6,6,2,(M1),1,(M2),0,
2225,Female,34,African-American,5,1,0,(F3),0,,0,
2226,Male,19,African-American,4,7,3,(F3),1,(M2),0,
2227,Female,26,Caucasian,4,3,0,(F2),0,,0,
2228,Female,24,Caucasian,3,2,0,(M2),0,,0,
2229,Male,24,African-American,9,9,12,(M2),1,(M2),1,(F1)
2230,Male,22,African-American,4,6,0,(F3),0,,0,
2231,Male,24,Caucasian,8,6,3,(F3),1,(F3),0,
2232,Male,57,Hispanic,1,1,3,(F3),0,,0,
2233,Male,30,Caucasian,7,8,6,(F3),0,,0,
2234,Male,43,African-American,1,1,4,(F3),1,(M2),0,
2235,Male,24,African-American,7,4,4,(F3),0,,0,
2236,Male,25,Caucasian,3,3,0,,-1,,0,
2237,Female,30,Caucasian,7,3,7,(M1),0,,0,
2238,Male,25,African-American,9,7,5,(F3),1,(M1),0,
2239,Female,46,African-American,1,1,0,,-1,,0,
2240,Male,23,Hispanic,6,5,0,(F2),0,,0,
2241,Male,57,Caucasian,2,1,0,,1,(F3),1,(F3)
2242,Female,31,Other,6,4,4,(F3),0,,0,
2243,Female,56,Caucasian,8,3,1,(F3),0,,0,
2244,Male,21,African-American,8,8,1,(F3),0,,0,
2245,Male,31,African-American,10,6,6,(F3),1,(F3),1,(F3)
2246,Female,23,African-American,9,8,1,(F3),0,,0,
2247,Male,26,African-American,7,3,0,(F3),0,,0,
2248,Male,30,African-American,10,8,15,(F2),1,(F3),0,
2249,Male,47,Caucasian,1,1,1,(M2),0,,0,
2250,Male,42,Other,1,1,1,(M1),0,,0,
2251,Male,24,African-American,2,3,0,(M1),0,,0,
2252,Female,27,Caucasian,10,7,3,(F2),0,,0,
2253,Male,60,Caucasian,1,1,0,(M1),0,,0,
2254,Male,64,Caucasian,3,2,0,(F3),0,,0,
2255,Male,28,Caucasian,1,2,1,(M1),0,,0,
2256,Female,21,Caucasian,6,6,0,(F3),1,(F3),1,(M1)
2257,Male,36,African-American,3,2,5,(F3),0,,0,
2258,Female,24,Other,2,3,0,(M1),0,,0,
2259,Female,50,African-American,1,1,1,(F3),0,,0,
2260,Male,23,African-American,3,4,0,(M1),1,(F3),0,
2261,Male,28,Native American,3,4,2,(F3),0,,0,
2262,Male,29,African-American,10,8,4,(F2),0,,0,
2263,Male,31,Caucasian,6,4,5,(F3),0,,0,
2264,Female,42,African-American,9,1,6,(F3),0,,0,
2265,Male,26,African-American,2,3,1,(F3),0,,0,
2266,Female,25,Caucasian,7,4,5,(F3),0,,0,
2267,Female,47,African-American,6,3,1,(F3),0,,0,
2268,Female,46,Hispanic,1,1,0,(F3),0,,0,
2269,Male,28,African-American,8,7,7,(F3),1,(F3),0,
2270,Male,53,Hispanic,10,5,4,(F3),0,,0,
2271,Male,19,Caucasian,2,6,0,(M1),0,,0,
2272,Male,54,Caucasian,4,3,14,(M1),1,(M1),1,(F3)
2273,Male,23,Caucasian,6,5,0,,-1,,0,
2274,Male,37,Other,1,2,6,(M1),0,,0,
2275,Male,25,Caucasian,9,8,5,(M1),1,(M1),1,(F3)
2276,Male,63,Caucasian,1,1,0,(M1),1,(M1),0,
2277,Male,35,African-American,7,4,2,(M2),0,,0,
2278,Male,20,African-American,4,7,9,(F3),1,(M1),0,
2279,Male,26,Hispanic,1,3,0,(M1),1,(M2),0,
2280,Male,32,African-American,3,3,2,(F2),0,,0,
2281,Male,25,African-American,10,10,8,(M1),1,(F3),1,(F3)
2282,Male,33,Caucasian,1,1,0,(M1),0,,0,
2283,Male,29,African-American,3,4,7,(F3),0,,0,
2284,Male,27,Hispanic,4,3,2,(M1),0,,0,
2285,Male,37,African-American,9,10,12,(M2),1,(M2),0,
2286,Female,39,African-American,7,3,2,(F2),0,,0,
2287,Female,20,Caucasian,10,8,3,(M1),1,(M1),1,(M1)
2288,Male,32,African-American,2,2,1,(F3),1,(M1),0,
2289,Male,72,Caucasian,1,1,1,(M1),0,,0,
2290,Male,38,Caucasian,1,1,0,(F3),0,,0,
2291,Male,40,Caucasian,2,1,0,(F3),0,,0,
2292,Male,23,Caucasian,3,4,0,(F3),0,,0,
2293,Male,44,Caucasian,7,7,7,(F1),0,,0,
2294,Female,22,African-American,4,5,0,(F3),0,,0,
2295,Male,21,Caucasian,8,8,5,(F3),1,(F2),1,(F2)
2296,Female,36,Hispanic,2,1,0,,-1,,0,
2297,Male,27,Caucasian,7,4,4,(F3),1,(M2),0,
2298,Male,55,Caucasian,6,7,13,(F3),1,(M1),0,
2299,Male,23,African-American,9,9,5,(F3),1,(M2),0,
2300,Male,37,Other,1,2,0,(M2),0,,0,
2301,Female,41,Caucasian,1,1,0,(M1),0,,0,
2302,Male,21,African-American,8,6,1,(F3),0,,0,
2303,Female,33,African-American,4,2,5,(M2),0,,0,
2304,Male,56,Caucasian,1,1,1,(M1),0,,0,
2305,Male,55,Caucasian,7,3,11,(M2),0,,0,
2306,Female,23,African-American,2,3,1,(M1),0,,0,
2307,Female,23,Hispanic,6,5,0,(F3),1,(M2),0,
2308,Male,28,African-American,2,2,3,(F3),0,,0,
2309,Male,31,Other,2,4,2,(F3),1,(M1),1,(F2)
2310,Female,28,Hispanic,2,1,0,(F2),0,,0,
2311,Female,32,Caucasian,2,1,1,(M1),0,,0,
2312,Male,56,African-American,2,1,3,(M2),0,,0,
2313,Female,46,Caucasian,3,1,2,(F3),0,,0,
2314,Male,53,Caucasian,1,1,0,(M1),0,,0,
2315,Male,27,African-American,5,4,6,(F3),1,(F3),0,
2316,Male,22,Caucasian,5,6,0,(F3),1,(M1),0,
2317,Male,23,Asian,5,4,0,(F3),0,,0,
2318,Female,22,African-American,4,4,0,(F3),1,(M2),0,
2319,Male,33,African-American,6,7,7,(M1),1,(F3),1,(M1)
2320,Male,34,African-American,7,7,15,(F3),0,,0,
2321,Male,35,Caucasian,2,2,2,(F3),0,,0,
2322,Male,22,Hispanic,3,5,0,(M1),1,(M1),0,
2323,Male,25,African-American,7,8,3,(F3),0,,0,
2324,Male,32,African-American,8,6,12,(F3),1,(F3),0,
2325,Male,47,African-American,9,4,14,(F3),1,(F3),0,
2326,Male,24,Asian,2,3,0,(M1),0,,0,
2327,Male,25,African-American,10,7,14,(F3),1,(F3),0,
2328,Male,27,African-American,9,7,10,(F3),0,,0,
2329,Male,41,Caucasian,4,2,0,(F3),0,,0,
2330,Male,56,Caucasian,1,1,0,(F3),0,,0,
2331,Male,45,African-American,1,1,5,(F3),0,,0,
2332,Male,36,Hispanic,4,4,1,(F2),1,(F7),1,(F7)
2333,Male,28,African-American,6,5,4,(F7),1,(M1),1,(F3)
2334,Male,20,African-American,9,7,2,(F3),1,(M1),0,
2335,Female,31,African-American,1,1,0,(F3),0,,0,
2336,Male,59,Hispanic,1,1,0,(M1),0,,0,
2337,Female,27,Caucasian,7,3,1,(F2),1,(M2),0,
2338,Female,48,Caucasian,1,1,0,,-1,,0,
2339,Male,51,African-American,1,1,0,,-1,,0,
2340,Female,29,African-American,8,5,11,(F3),0,,0,
2341,Male,72,Caucasian,1,1,3,(F3),0,,0,
2342,Female,24,African-American,7,8,2,(M2),1,(M2),0,
2343,Male,20,Hispanic,5,7,0,(M1),0,,0,
2344,Male,27,African-American,7,5,9,(F3),0,,0,
2345,Male,31,African-American,5,3,4,(F3),0,,0,
2346,Male,49,Caucasian,2,2,0,(M1),0,,0,
2347,Male,45,African-American,9,1,3,(F3),0,,0,
2348,Male,30,African-American,10,10,7,(M2),1,(M2),0,
2349,Male,59,Caucasian,1,1,24,(M2),0,,0,
2350,Male,45,African-American,1,1,0,(M1),0,,0,
2351,Male,47,Caucasian,1,1,0,(M1),0,,0,
2352,Male,24,African-American,3,4,0,(F1),1,(M2),0,
2353,Male,20,African-American,3,6,0,(M1),1,(M2),0,
2354,Male,51,Caucasian,1,1,6,(F3),1,(M2),0,
2355,Male,34,African-American,3,2,2,(NI0),0,,0,
2356,Female,34,African-American,1,1,0,(M1),0,,0,
2357,Male,37,Caucasian,1,2,4,(M1),0,,0,
2358,Male,22,Hispanic,3,6,2,(F3),0,,0,
2359,Female,49,Caucasian,2,1,2,(M1),1,(M1),0,
2360,Male,32,Other,1,1,0,(M1),0,,0,
2361,Male,41,Caucasian,1,1,5,(F3),0,,0,
2362,Male,21,African-American,7,8,2,(MO3),0,,0,
2363,Male,49,Caucasian,3,1,1,(F3),0,,0,
2364,Male,26,Hispanic,1,2,0,(M1),0,,0,
2365,Female,34,Caucasian,3,2,2,(F3),1,(M1),1,(F2)
2366,Female,21,African-American,3,5,4,(F3),0,,0,
2367,Male,30,African-American,1,1,0,(F2),0,,0,
2368,Female,28,African-American,3,3,0,(M1),0,,0,
2369,Male,33,Caucasian,2,2,2,(M2),0,,0,
2370,Male,46,African-American,7,4,0,(F3),0,,0,
2371,Male,22,African-American,6,5,0,(F2),0,,0,
2372,Male,21,African-American,4,6,0,(M2),1,(M2),0,
2373,Male,32,Caucasian,2,1,0,(F3),0,,0,
2374,Male,26,African-American,9,8,14,(F3),1,(M1),0,
2375,Male,37,Caucasian,2,2,2,(M1),0,,0,
2376,Female,24,African-American,2,2,0,(F3),0,,0,
2377,Male,42,African-American,5,2,0,,-1,,0,
2378,Female,28,Hispanic,5,4,2,(M1),0,,0,
2379,Male,48,Hispanic,1,1,1,(F2),1,(F3),0,
2380,Male,58,African-American,6,1,24,(F3),1,(M2),0,
2381,Male,29,Other,1,2,0,(F3),0,,0,
2382,Male,24,Caucasian,2,4,0,,-1,,0,
2383,Female,20,African-American,10,9,2,(F3),1,(MO3),0,
2384,Male,28,African-American,4,3,0,(M1),1,(M1),0,
2385,Male,21,Caucasian,8,10,0,(F3),1,(F2),1,(F2)
2386,Male,26,Other,7,5,0,(F3),0,,0,
2387,Male,34,African-American,1,1,3,(M1),0,,0,
2388,Male,32,African-American,8,5,15,(F3),1,(F3),0,
2389,Male,40,African-American,2,1,0,(M2),0,,0,
2390,Male,38,African-American,4,3,10,(F1),1,(M2),0,
2391,Male,22,African-American,3,5,0,(F2),0,,0,
2392,Male,42,Caucasian,5,3,2,(F3),1,(F3),0,
2393,Male,51,Hispanic,1,1,5,(F3),0,,0,
2394,Female,57,Caucasian,4,1,0,(M2),0,,0,
2395,Male,20,African-American,8,10,0,(F3),0,,0,
2396,Female,56,Caucasian,1,1,1,(F3),0,,0,
2397,Male,32,Hispanic,5,2,2,(M1),1,(F3),0,
2398,Male,30,African-American,8,3,11,(F2),0,,0,
2399,Male,29,African-American,1,1,2,(M2),0,,0,
2400,Male,46,African-American,7,1,15,(F3),1,(F3),0,
2401,Male,22,Hispanic,7,9,2,(F1),0,,0,
2402,Male,36,African-American,10,8,5,(F3),0,,0,
2403,Female,24,African-American,3,4,0,(F3),0,,0,
2404,Female,70,African-American,1,1,1,(F1),0,,0,
2405,Male,21,Hispanic,6,6,0,(F3),1,(M2),0,
2406,Female,45,Caucasian,1,1,1,(M1),0,,0,
2407,Male,33,African-American,9,7,4,(F3),0,,0,
2408,Female,33,Hispanic,4,2,2,(M1),0,,0,
2409,Female,39,African-American,5,2,6,(F3),0,,0,
2410,Male,25,Caucasian,4,3,6,(F3),0,,0,
2411,Male,23,African-American,3,5,0,(F2),0,,0,
2412,Male,37,Caucasian,7,4,5,(M2),0,,0,
2413,Male,48,Hispanic,1,1,1,(M1),0,,0,
2414,Female,32,Caucasian,2,1,1,(M1),1,(M2),0,
2415,Male,45,African-American,4,1,0,,-1,,0,
2416,Male,46,Caucasian,1,1,0,(F3),0,,0,
2417,Female,54,Caucasian,3,1,0,(M1),0,,0,
2418,Male,28,Caucasian,2,3,0,(M1),1,(F3),1,(F3)
2419,Male,32,Caucasian,2,1,1,(M1),0,,0,
2420,Male,27,African-American,2,2,1,(F3),0,,0,
2421,Female,20,African-American,8,7,0,(M2),0,,0,
2422,Female,23,Caucasian,2,3,0,,-1,,0,
2423,Male,43,Caucasian,7,4,11,(F3),1,(M1),1,(F3)
2424,Male,56,Caucasian,5,2,5,(F3),1,(M2),0,
2425,Male,30,African-American,10,7,9,(F3),1,(F3),0,
2426,Male,35,African-American,9,4,12,(F2),0,,0,
2427,Male,29,Caucasian,3,2,1,(F3),0,,0,
2428,Male,54,African-American,1,1,8,(F3),1,(F3),0,
2429,Female,20,Caucasian,4,6,0,(F3),0,,0,
2430,Male,29,African-American,1,2,0,(F3),0,,0,
2431,Male,32,Caucasian,1,1,0,(M1),0,,0,
2432,Female,41,African-American,1,1,0,,-1,,0,
2433,Male,67,African-American,1,1,3,(F2),0,,0,
2434,Male,44,Caucasian,1,1,2,(M1),0,,0,
2435,Male,28,Other,2,3,3,(F2),0,,0,
2436,Male,67,Asian,1,1,0,(M1),0,,0,
2437,Female,46,African-American,5,1,1,(M2),0,,0,
2438,Male,45,Caucasian,1,1,8,(F3),0,,0,
2439,Male,25,Other,2,3,0,(F3),0,,0,
2440,Male,24,African-American,9,9,8,(F2),1,(M2),1,(F2)
2441,Male,29,Other,6,2,3,(F3),0,,0,
2442,Male,45,African-American,6,2,2,(MO3),0,,0,
2443,Male,31,African-American,5,2,5,(F2),1,(M2),0,
2444,Male,23,Caucasian,3,4,0,(F3),1,(M1),0,
2445,Female,22,African-American,5,4,0,(M1),0,,0,
2446,Male,21,African-American,8,9,0,(F3),1,(M1),0,
2447,Male,26,African-American,8,7,18,(F3),0,,0,
2448,Male,25,Hispanic,6,4,0,,-1,,0,
2449,Male,61,Caucasian,1,1,0,(M1),0,,0,
2450,Male,54,African-American,5,3,12,(F3),0,,0,
